120,0,3,2,41,2,1,4,0,0,1,1,42,80,465,801,639,1,1,0,0
122,0,1,2,37,2,0,3,0,1,1,0,42,458,350,767,682,1,1,0,0
123,0,1,3,37,2,1,4,0,1,1,1,752,110,312,790,615,1,1,0,0
124,0,3,3,41,2,1,2,0,1,1,1,83,631,265,1071,388,1,1,0,0
130,0,1,3,37,2,1,4,0,1,1,1,654,606,315,999,467,1,1,0,0
143,0,3,2,41,2,1,3,0,1,1,0,16,339,345,769,694,1,1,0,0
147,0,1,3,37,2,1,6,1,2,1,2,16,0,286,908,508,1,1,0,0
152,0,1,3,37,2,0,2,0,1,1,1,68,148,242,1014,153,1,1,0,0
155,0,3,1,41,2,1,4,0,1,0,1,720,311.908807482463,141,266,419,1,1,1,0
162,1,0,2,26,2,0,5,0,1,1,1,68,595,437,696,742,1,1,0,0
70,0,2,2,40,2,1,6,1,2,1,2,88,77,294,627,787,21,21,0,1
163,1,0,0,26,2,0,1,0,0,0,0,459,311.908807482463,107,420,311,1,1,1,0
166,1,2,1,35,2,1,6,1,2,0,2,68,311.908807482463,81,136,291,1,1,0,0
73,0,0,3,42,2,1,2,0,1,1,1,370,380,317,622,796,21,21,0,1
167,1,2,3,35,2,1,5,0,0,1,1,913,659,298,1058,472,1,1,0,0
174,1,0,1,26,2,1,4,0,1,0,1,623,311.908807482463,136,210,289,1,1,1,0
178,1,0,2,26,2,0,6,1,2,1,2,199,49,292,836,559,1,1,0,0
181,1,2,1,35,2,1,6,1,2,0,2,53,311.908807482463,80,129,277,1,1,1,0
78,0,2,3,40,2,1,6,1,2,1,2,79,64,304,877,566,11,11,1,0
187,1,0,0,26,2,1,1,0,0,0,0,635,311.908807482463,94,371,265,1,1,0,0
201,1,2,0,35,2,0,2,0,1,0,1,258,311.908807482463,68,421,313,1,1,1,0
216,1,0,1,26,2,1,4,0,1,0,1,623,311.908807482463,136,210,289,1,1,1,0
217,1,2,1,35,2,1,5,0,1,0,1,757,311.908807482463,131,317,427,1,1,1,0
220,1,0,0,26,2,0,0,0,1,0,0,171,311.908807482463,49,283,189,1,1,0,0
221,1,0,1,26,2,0,1,0,1,0,0,199,311.908807482463,132,0,94,1,1,0,0
222,1,0,0,26,2,0,2,0,1,0,1,171,311.908807482463,42,483,337,1,1,0,0
223,1,0,0,26,2,0,5,0,1,0,1,137,311.908807482463,76,485,300,1,1,0,0
231,1,2,2,35,2,1,1,0,1,1,0,654,504,437,595,873,1,1,0,0
88,0,4,2,36,2,1,4,0,0,1,1,189,484,441,764,662,21,21,0,1
232,1,1,2,25,2,1,6,1,2,1,2,0,4,243,510,731,1,1,0,0
238,1,3,0,37,2,1,4,0,1,0,1,175,311.908807482463,70,436,341,1,1,1,0
245,1,3,2,37,2,1,3,0,1,1,0,590,0,358,581,950,1,1,0,0
253,1,3,0,37,2,1,5,0,1,0,1,225,311.908807482463,96,423,308,1,1,1,0
93,0,1,2,37,2,1,5,0,1,1,1,114,562,461,755,687,21,21,0,1
254,1,1,2,25,2,0,1,0,1,1,0,342,122,421,814,612,1,1,0,0
95,0,3,3,41,2,1,0,0,1,1,0,493,328,301,996,478,21,21,0,1
256,1,1,0,25,2,1,4,0,1,0,1,171,311.908807482463,65,435,323,1,1,0,0
260,1,1,3,25,2,1,6,1,2,1,2,0,30,263,888,382,1,1,0,0
269,1,1,2,25,2,1,0,0,1,1,0,845,484,380,611,775,1,1,0,0
279,1,3,2,37,2,1,4,0,0,1,1,68,669,437,835,619,1,1,0,0
307,2,2,3,38,2,1,1,0,1,1,0,714,538,327,993,508,1,1,1,0
313,2,0,2,24,2,1,6,1,2,1,2,0,0,263,695,644,1,1,0,0
102,0,3,2,41,2,1,6,1,2,1,2,126,120,320,717,685,20,20,1,0
314,2,0,2,24,2,0,5,0,1,1,1,3,0,464,894,556,1,1,0,0
104,0,1,2,37,2,0,1,0,1,1,0,604,355,441,557,922,21,21,0,1
317,2,0,2,24,2,0,2,0,1,1,1,342,139,432,630,821,1,1,0,0
321,2,2,0,38,2,0,1,0,0,0,0,546,311.908807482463,104,250,163,1,1,0,0
107,0,3,2,41,2,1,6,1,2,1,2,126,120,320,717,685,21,21,0,1
108,0,3,3,41,2,1,3,0,1,1,0,600,309,289,848,562,12,12,1,0
109,0,1,3,37,2,1,5,0,0,1,1,494,579,313,984,500,21,21,0,1
323,2,0,2,24,2,0,3,0,1,1,0,246,53,337,534,856,1,1,0,0
111,0,1,3,37,2,1,3,0,1,1,0,651,312,285,874,541,12,12,1,0
330,2,0,2,24,2,0,6,1,2,1,2,0,0,263,642,702,1,1,0,0
331,2,2,0,38,2,0,2,0,1,0,1,236,311.908807482463,64,408,311,1,1,1,0
337,2,2,0,38,2,1,3,0,1,0,0,556,311.908807482463,20,435,304,1,1,1,0
338,2,2,3,38,2,1,4,0,1,1,1,792,214,326,914,546,1,1,0,0
340,2,0,3,24,2,1,0,0,1,1,0,801,143,290,1016,451,1,1,0,0
344,2,2,2,38,2,1,1,0,1,1,0,107,542,471,856,627,1,1,0,0
346,2,2,1,38,2,0,6,1,2,0,2,68,311.908807482463,77,128,269,1,1,0,0
347,2,0,3,24,2,0,6,1,2,1,2,0,0,285,780,609,1,1,0,0
349,2,0,3,24,2,0,0,0,1,1,0,874,148,291,1031,466,1,1,0,0
121,0,1,3,37,2,1,3,0,1,1,0,651,312,285,874,541,12,12,1,0
353,2,2,2,38,2,1,4,0,0,1,1,246,490,434,927,554,1,1,0,0
354,2,0,3,24,2,1,0,0,1,1,0,137,285,263,1027,375,1,1,0,0
356,2,0,2,24,2,1,1,0,1,1,0,882,123,421,511,894,1,1,0,0
125,0,3,3,41,2,1,1,0,1,1,0,679,519,327,1000,502,21,21,0,1
357,2,0,1,24,2,0,1,0,1,0,0,726,311.908807482463,145,205,259,1,1,1,0
363,2,0,0,24,2,0,6,1,2,0,2,293,311.908807482463,71,349,328,1,1,0,0
128,0,1,3,37,2,1,3,0,1,1,0,651,312,285,874,541,12,12,1,0
364,2,0,0,24,2,1,6,1,2,0,2,8,311.908807482463,85,358,397,1,1,0,0
365,2,0,3,24,2,0,1,0,1,1,0,764,96,241,1004,190,1,1,0,0
368,2,0,0,24,2,0,5,0,1,0,1,229,311.908807482463,83,419,302,1,1,1,0
369,2,0,0,24,2,1,6,1,2,0,2,8,311.908807482463,71,262,297,1,1,0,0
370,2,2,2,38,2,1,2,0,1,1,1,752,339,423,920,539,1,1,0,0
371,2,2,2,38,2,1,0,0,1,1,0,83,58,402,942,532,1,1,0,0
375,2,0,1,24,2,1,0,0,1,0,0,740,311.908807482463,111,160,222,1,1,1,0
136,0,1,2,37,2,1,3,0,1,1,0,260,361,358,566,955,21,21,0,1
137,0,1,3,37,2,0,5,0,0,1,1,494,579,313,984,500,21,21,0,1
378,2,4,0,34,2,0,4,0,1,0,1,662,311.908807482463,78,487,350,1,1,0,0
385,2,1,0,25,2,1,6,1,2,0,2,3,311.908807482463,110,362,438,1,1,0,0
386,2,1,3,25,2,1,3,0,1,1,0,199,121,219,962,196,1,1,0,0
390,2,4,2,34,2,1,1,0,1,1,0,246,658,418,975,480,1,1,0,0
391,2,4,0,34,2,0,6,1,2,0,2,16,311.908807482463,83,344,330,1,1,0,0
395,2,3,2,28,2,0,4,0,0,1,1,479,0,455,825,617,1,1,0,0
144,0,3,0,41,2,1,6,1,2,0,2,48,311.908807482463,80,368,316,13,13,1,0
399,2,4,2,34,2,1,4,0,0,1,1,51,14,287,879,276,1,1,0,0
407,2,3,2,28,2,1,1,0,1,1,0,199,354,444,734,710,1,1,0,0
410,2,1,1,25,2,1,6,1,2,0,2,41,311.908807482463,103,113,247,1,1,0,0
415,2,1,3,25,2,1,6,1,2,1,2,3,0,285,791,611,1,1,0,0
149,0,3,3,41,2,1,0,0,1,1,0,493,328,301,996,478,15,15,1,0
150,0,3,3,41,2,0,2,0,1,1,1,210,365,316,613,802,12,12,1,0
151,0,1,3,37,2,1,0,0,1,1,0,482,260,299,1015,486,21,21,0,1
416,2,3,3,28,2,0,5,0,0,1,1,277,425,310,958,508,1,1,1,0
153,0,1,2,37,2,1,0,0,1,1,0,167,216,408,508,972,21,21,0,1
417,2,1,1,25,2,1,3,0,0,0,0,718,311.908807482463,112,203,283,1,1,1,0
420,2,3,3,28,2,1,4,0,1,1,1,635,86,330,703,707,1,1,0,0
156,0,3,2,41,2,1,6,1,2,1,2,126,120,320,717,685,21,21,0,1
157,0,4,2,36,2,0,1,0,1,1,0,552,377,441,558,926,21,21,0,1
158,1,0,0,26,2,1,2,0,1,0,1,230,311.908807482463,52,417,294,12,12,1,0
159,1,0,1,26,2,1,6,1,2,0,2,84,311.908807482463,82,119,252,11,11,1,0
160,1,0,2,26,2,0,5,0,1,1,1,575,539,447,652,827,14,14,1,0
427,2,3,3,28,2,1,5,0,0,1,1,199,75,289,900,495,1,1,0,0
428,2,1,0,25,2,1,5,0,1,0,1,213,311.908807482463,78,434,298,1,1,1,0
429,2,3,2,28,2,1,5,0,1,1,1,479,533,469,685,782,1,1,0,0
430,2,3,3,28,2,1,3,0,1,1,0,383,292,225,1054,207,1,1,0,0
165,1,2,0,35,2,0,6,1,2,0,2,40,311.908807482463,82,361,322,13,13,1,0
432,2,3,1,28,2,1,6,1,2,0,2,519,311.908807482463,101,266,627,1,1,0,0
435,2,1,0,25,2,0,3,0,1,0,0,246,311.908807482463,38,392,419,1,1,0,0
436,2,3,3,28,2,1,3,0,1,1,0,562,316,282,907,517,1,1,1,0
169,1,0,3,26,2,1,6,1,2,1,2,19,29,286,910,481,11,11,1,0
437,2,3,2,28,2,1,6,1,2,1,2,8,0,270,594,760,1,1,0,0
439,2,1,2,25,2,0,3,0,1,1,0,293,99,329,539,847,1,1,0,0
447,2,3,0,28,2,0,2,0,1,0,1,231,311.908807482463,66,435,312,1,1,1,0
450,2,1,3,25,2,1,5,0,0,1,1,549,0,230,971,240,1,1,0,0
451,2,3,2,28,2,0,5,0,1,1,1,137,339,469,693,758,1,1,0,0
455,2,1,0,25,2,1,0,0,1,0,0,439,311.908807482463,65,422,294,1,1,1,0
458,2,3,0,28,2,0,1,0,0,0,0,293,311.908807482463,135,393,347,1,1,0,0
461,3,0,1,22,2,1,6,1,2,0,2,8,311.908807482463,91,235,510,1,1,0,0
462,3,0,3,22,2,1,3,0,1,1,0,722,645,213,1032,139,1,1,0,0
179,1,2,2,35,2,1,3,0,1,1,0,280,531,366,576,955,21,21,0,1
180,1,2,2,35,2,0,2,0,1,1,1,682,433,437,610,830,21,21,0,1
463,3,2,0,23,2,1,4,0,1,0,1,240,311.908807482463,71,449,344,1,1,1,0
182,1,2,3,35,2,1,6,1,2,1,2,65,73,297,876,550,15,15,1,0
183,1,2,3,35,2,1,0,0,1,1,0,557,272,302,1010,476,21,21,0,1
184,1,0,0,26,2,1,4,0,1,0,1,230,311.908807482463,71,444,343,11,11,1,0
464,3,2,0,23,2,1,6,1,2,0,2,137,311.908807482463,69,345,266,1,1,0,0
186,1,0,1,26,2,0,0,0,1,0,0,704,311.908807482463,111,195,242,12,12,1,0
468,3,2,2,23,2,1,1,0,1,1,0,0,143,437,917,560,1,1,0,0
473,3,2,2,23,2,0,4,0,0,1,1,654,645,433,820,632,1,1,0,0
189,1,2,3,35,2,0,5,0,0,1,1,531,572,314,987,499,21,21,0,1
190,1,0,2,26,2,0,5,0,1,1,1,575,539,447,652,827,21,21,0,1
191,1,0,2,26,2,0,4,0,0,1,1,123,523,442,806,630,17,17,1,0
192,1,2,3,35,2,1,2,0,1,1,1,428,390,323,702,695,21,21,0,1
193,1,2,3,35,2,1,1,0,1,1,0,692,569,329,1015,503,13,13,1,0
194,1,0,2,26,2,0,2,0,1,1,1,402,211,429,536,895,21,21,0,1
195,1,0,1,26,2,1,0,0,1,0,0,704,311.908807482463,111,195,242,11,11,1,0
477,3,0,1,22,2,1,0,0,1,0,0,728,311.908807482463,109,137,208,1,1,1,0
481,3,2,2,23,2,0,1,0,1,1,0,383,0,297,882,345,1,1,0,0
484,3,2,0,23,2,0,6,1,2,0,2,42,311.908807482463,56,389,325,1,1,0,0
199,1,0,1,26,2,0,0,0,1,0,0,704,311.908807482463,111,195,242,11,11,1,0
200,1,2,2,35,2,0,2,0,1,1,1,682,433,437,610,830,21,21,0,1
485,3,0,1,22,2,0,3,0,0,0,0,773,311.908807482463,120,162,253,1,1,1,0
488,3,0,0,22,2,1,2,0,1,0,1,283,311.908807482463,54,428,290,1,1,1,0
203,1,0,2,26,2,1,6,1,2,1,2,4,3,258,557,758,21,21,0,1
489,3,2,2,23,2,0,0,0,1,1,0,20,105,385,411,905,1,1,0,0
205,1,2,2,35,2,1,5,0,1,1,1,278,496,460,730,713,14,14,1,0
496,3,2,0,23,2,1,6,1,2,0,2,20,311.908807482463,64,208,116,1,1,0,0
499,3,0,0,22,2,0,1,0,0,0,0,481,311.908807482463,100,473,286,1,1,1,0
501,3,2,1,23,2,0,0,0,1,0,0,784,311.908807482463,114,131,222,1,1,1,0
503,3,2,0,23,2,1,2,0,1,0,1,269,311.908807482463,55,422,287,1,1,1,0
504,3,2,1,23,2,1,4,0,1,0,1,646,311.908807482463,140,196,280,1,1,1,0
505,3,2,2,23,2,1,0,0,1,1,0,171,317,296,1002,80,1,1,0,0
515,3,2,2,23,2,1,1,0,1,1,0,519,0,437,527,903,1,1,0,0
517,3,0,0,22,2,1,3,0,1,0,0,572,311.908807482463,12,451,309,1,1,1,0
214,1,2,3,35,2,1,0,0,1,1,0,557,272,302,1010,476,21,21,0,1
519,3,2,3,23,2,0,6,1,2,1,2,0,0,272,911,397,1,1,0,0
520,3,2,2,23,2,0,2,0,1,1,1,137,0,417,826,592,1,1,0,0
521,3,0,1,22,2,0,4,0,1,0,1,644,311.908807482463,139,200,286,1,1,1,0
523,3,4,0,15,1,1,5,0,1,0,1,132,311.908807482463,70,322,216,1,1,1,0
525,3,2,0,23,2,0,1,0,0,0,0,456,311.908807482463,100,455,282,1,1,1,0
526,3,2,3,23,2,0,0,0,1,1,0,42,466,303,988,529,1,1,0,0
535,3,2,2,23,2,0,4,0,0,1,1,549,495,301,966,316,1,1,0,0
536,3,2,3,23,2,1,5,0,0,1,1,290,367,304,954,492,1,1,1,0
538,3,4,3,15,1,1,1,0,1,1,0,654,0,336,827,609,1,1,0,0
542,3,1,1,20,2,0,2,0,1,0,1,897,311.908807482463,131,53,12,1,1,1,0
225,1,0,2,26,2,1,2,0,1,1,1,402,211,429,536,895,21,21,0,1
226,1,4,3,45,2,1,3,0,1,1,0,367,471,291,793,618,21,21,0,1
227,1,4,3,45,2,1,3,0,1,1,0,367,471,291,793,618,21,21,0,1
547,3,1,3,20,2,1,2,0,1,1,1,171,0,311,799,589,1,1,0,0
551,3,1,3,20,2,1,2,0,1,1,1,668,72,311,603,753,1,1,0,0
554,3,3,2,17,1,1,2,0,1,1,1,42,175,410,795,619,1,1,0,0
557,3,1,2,20,2,1,5,0,1,1,1,431,615,433,602,874,1,1,0,0
558,3,1,2,20,2,1,6,1,2,1,2,29,0,244,787,599,1,1,0,0
233,1,1,3,25,2,1,6,1,2,1,2,17,79,278,913,476,21,21,0,1
560,3,1,0,20,2,0,0,0,1,0,0,391,311.908807482463,59,262,182,1,1,1,0
563,3,3,2,17,1,1,3,0,1,1,0,107,369,305,639,771,1,1,0,0
236,1,4,0,45,2,1,6,1,2,0,2,55,311.908807482463,88,291,246,13,13,1,0
564,3,3,3,17,1,1,4,0,1,1,1,431,150,250,885,351,1,1,0,0
567,3,3,3,17,1,0,2,0,1,1,1,246,151,317,788,631,1,1,0,0
239,1,3,3,37,2,1,6,1,2,1,2,54,34,298,895,525,21,21,0,1
569,3,3,3,17,1,1,5,0,0,1,1,431,32,234,1092,133,1,1,0,0
241,1,1,3,25,2,1,0,0,1,1,0,377,381,302,1020,479,13,13,1,0
242,1,4,2,45,2,1,1,0,1,1,0,574,305,459,558,973,15,15,1,0
243,1,3,2,37,2,1,4,0,0,1,1,281,482,437,818,632,15,15,1,0
244,1,3,2,37,2,0,6,1,2,1,2,102,135,324,560,868,13,13,1,0
570,3,1,1,20,2,1,6,1,2,0,2,3,311.908807482463,97,126,166,1,1,0,0
246,1,1,0,25,2,1,6,1,2,0,2,95,311.908807482463,71,375,346,13,13,1,0
247,1,1,2,25,2,1,5,0,1,1,1,606,516,441,608,833,14,14,1,0
572,3,3,1,17,1,1,1,0,1,0,0,711,311.908807482463,129,18,38,1,1,1,0
249,1,1,3,25,2,1,5,0,0,1,1,244,378,307,957,488,11,11,1,0
575,3,1,0,20,2,1,4,0,1,0,1,270,311.908807482463,70,398,310,1,1,1,0
576,3,1,1,20,2,0,3,0,0,0,0,785,311.908807482463,118,39,44,1,1,1,0
578,3,1,3,20,2,1,1,0,1,1,0,683,0,326,1014,477,1,1,0,0
586,3,1,2,20,2,1,6,1,2,1,2,0,0,288,834,548,1,1,0,0
587,3,1,2,20,2,0,5,0,1,1,1,342,555,432,738,698,1,1,0,0
588,3,1,2,20,2,0,4,0,0,1,1,68,557,422,844,595,1,1,0,0
592,3,3,1,17,1,1,0,0,1,0,0,540,311.908807482463,105,27,36,1,1,1,0
593,3,3,1,17,1,0,6,1,2,0,2,115,311.908807482463,99,78,149,1,1,1,0
258,1,3,2,37,2,1,6,1,2,1,2,102,135,324,560,868,21,21,0,1
259,1,3,3,37,2,1,4,0,1,1,1,454,195,330,736,679,21,21,0,1
594,3,3,1,17,1,0,6,1,2,0,2,115,311.908807482463,99,78,149,1,1,1,0
261,1,1,2,25,2,1,2,0,1,1,1,313,152,423,517,879,21,21,0,1
597,3,1,3,20,2,1,3,0,1,1,0,519,116,219,875,253,1,1,0,0
598,3,1,3,20,2,1,1,0,1,1,0,137,292,333,616,776,1,1,0,0
264,1,3,0,37,2,1,6,1,2,0,2,42,311.908807482463,82,360,315,13,13,1,0
265,1,3,2,37,2,1,3,0,1,1,0,260,361,358,566,955,13,13,1,0
266,1,3,3,37,2,0,1,0,1,1,0,694,522,328,1004,503,21,21,0,1
267,1,1,2,25,2,0,6,1,2,1,2,1,1,247,617,680,17,17,1,0
600,3,3,3,17,1,1,6,1,2,1,2,20,0,281,841,556,1,1,0,0
602,3,1,0,20,2,0,5,0,1,0,1,221,311.908807482463,74,269,189,1,1,1,0
270,1,1,0,25,2,1,6,1,2,0,2,95,311.908807482463,71,375,346,13,13,1,0
271,1,3,3,37,2,0,1,0,1,1,0,694,522,328,1004,503,15,15,1,0
272,1,3,2,37,2,1,3,0,1,1,0,260,361,358,566,955,21,21,0,1
606,3,1,3,20,2,0,2,0,1,1,1,293,668,342,788,648,1,1,0,0
607,3,1,2,20,2,1,0,0,1,1,0,519,504,382,743,668,1,1,0,0
275,1,1,3,25,2,0,2,0,1,1,1,442,351,319,689,721,21,21,0,1
611,4,0,1,27,2,1,6,1,2,0,2,0,311.908807482463,93,120,220,1,1,0,0
277,1,1,3,25,2,0,1,0,1,1,0,496,597,326,1020,508,21,21,0,1
618,4,0,2,27,2,0,5,0,1,1,1,0,361,427,955,474,1,1,0,0
620,4,0,3,27,2,0,2,0,1,1,1,730,595,317,590,812,1,1,0,0
280,1,3,2,37,2,0,3,0,1,1,0,260,361,358,566,955,21,21,0,1
621,4,2,2,36,2,1,3,0,1,1,0,293,573,343,532,911,1,1,0,0
628,4,0,1,27,2,1,1,0,1,0,0,790,311.908807482463,146,266,410,1,1,1,0
283,1,1,2,25,2,1,1,0,1,1,0,673,185,425,514,890,21,21,0,1
636,4,0,3,27,2,1,5,0,0,1,1,342,405,327,713,718,1,1,0,0
638,4,0,0,27,2,1,2,0,1,0,1,261,311.908807482463,71,439,296,1,1,1,0
286,1,3,2,37,2,1,5,0,1,1,1,114,562,461,755,687,21,21,0,1
287,1,1,2,25,2,1,0,0,1,1,0,331,187,389,503,950,21,21,0,1
640,4,2,1,36,2,1,0,0,1,0,0,454,311.908807482463,109,218,283,1,1,1,0
289,1,1,3,25,2,1,3,0,1,1,0,506,127,224,890,290,21,21,0,1
642,4,2,1,36,2,1,6,1,2,0,2,0,311.908807482463,81,16,117,1,1,0,0
645,4,2,2,36,2,1,6,1,2,1,2,137,183,319,608,795,1,1,0,0
651,4,2,0,36,2,0,0,0,1,0,0,310,311.908807482463,69,397,303,1,1,1,0
653,4,2,0,36,2,1,6,1,2,0,2,42,311.908807482463,84,340,291,1,1,0,0
656,4,2,0,36,2,1,4,0,1,0,1,224,311.908807482463,79,463,353,1,1,1,0
658,4,2,0,36,2,1,4,0,1,0,1,224,311.908807482463,79,463,353,1,1,1,0
296,1,3,2,37,2,1,0,0,1,1,0,167,216,408,508,972,21,21,0,1
297,1,3,0,37,2,1,6,1,2,0,2,42,311.908807482463,82,360,315,13,13,1,0
298,1,3,2,37,2,1,4,0,0,1,1,281,482,437,818,632,15,15,1,0
662,4,0,2,27,2,1,0,0,1,1,0,0,119,392,981,479,1,1,0,0
664,4,0,3,27,2,1,6,1,2,1,2,20,31,287,918,489,1,1,0,0
301,1,1,3,25,2,1,0,0,1,1,0,377,381,302,1020,479,21,21,0,1
668,4,2,3,36,2,1,5,0,0,1,1,914,5,333,1069,548,1,1,0,0
303,2,0,3,24,2,1,4,0,1,1,1,542,238,325,822,621,21,21,0,1
304,2,0,2,24,2,0,0,0,1,1,0,289,186,389,500,954,21,21,0,1
305,2,0,3,24,2,0,3,0,1,1,0,582,144,221,902,278,21,21,0,1
306,2,0,3,24,2,0,5,0,0,1,1,395,60,226,915,263,21,21,0,1
671,4,0,1,27,2,1,4,0,1,0,1,707,311.908807482463,130,302,395,1,1,1,0
677,4,2,3,36,2,1,3,0,1,1,0,837,408,280,906,518,1,1,0,0
309,2,2,0,38,2,1,0,0,1,0,0,242,311.908807482463,59,403,306,12,12,1,0
680,4,0,1,27,2,1,0,0,1,0,0,351,311.908807482463,102,321,398,1,1,1,0
311,2,2,3,38,2,1,5,0,0,1,1,449,570,315,969,503,15,15,1,0
681,4,4,0,21,2,0,1,0,0,0,0,566,311.908807482463,104,395,272,1,1,1,0
685,4,2,1,36,2,1,1,0,1,0,0,823,311.908807482463,140,248,394,1,1,1,0
688,4,1,3,30,2,0,4,0,1,1,1,68,201,321,615,810,1,1,0,0
315,2,0,2,24,2,1,2,0,1,1,1,291,186,423,521,877,21,21,0,1
316,2,2,2,38,2,0,5,0,1,1,1,95,566,462,771,673,21,21,0,1
690,4,3,0,38,2,0,0,0,1,0,0,242,311.908807482463,59,403,306,1,1,1,0
691,4,3,1,38,2,0,3,0,0,0,0,625,311.908807482463,91,270,447,1,1,1,0
